deme,gen,ind,fitness 
1,1,0.3924079457632866,0.9383345942152149,1.1199221994385
2,1,0.4264335478118906,1.0357726001988112,1.0755682930924693
3,1,0.4876387571460074,1.0769150408270989,1.027217267961554
4,1,0.5010470863311144,1.120278497374203,1.0033442153749135
5,1,0.5433198232238358,1.0754815448835766,0.9586789393706139
6,1,0.5551586499354779,1.195141489943146,0.9286983660314632
7,1,0.5823051348237571,1.0668225528879596,0.896259218212236
8,1,0.595307782932441,1.1018438332917277,0.9215082907904717
9,1,0.6071756052957045,1.0861033447700554,0.856281803785729
10,1,0.616726026639457,1.0669065796456036,0.8388591529941212
11,1,0.6284368404796681,1.0367791116751053,0.7996459801643466
12,1,0.6449463986184115,1.0870283822659352,0.7904596873268309
13,1,0.6503933573018466,1.301732920612901,0.7453557695310334
14,1,0.6572821294760665,1.2622129425663773,0.7347436677670479
15,1,0.6645412933924945,1.3053590554067789,0.7156340752032412
16,1,0.6794571079950944,1.10159593486595,0.7035925053019679
17,1,0.681176716187614,1.090016528768866,0.6734490857818874
18,1,0.6844062397631314,1.0310776557979593,0.6706546340013856
19,1,0.6893329430535888,1.0675699147161484,0.6746179944652373
20,1,0.6919530175439029,1.1694151617984665,0.6624020176427453
21,1,0.6986393926267264,1.0370394433859254,0.6428851246509585
22,1,0.701671963116355,1.078428794611807,0.6119563288432677
23,1,0.7085731681005325,1.1325089590610546,0.6048009140876731
24,1,0.713027970454076,1.1537606773299593,0.5920539924711918
25,1,0.7186976639939395,1.1449663335320945,0.5911956007926674
26,1,0.7206005499401352,1.241371963206094,0.5970162877296855
27,1,0.7243631487945559,1.285622134214665,0.6040957330969455
28,1,0.7391592479759325,1.2568849034410865,0.6011065506872232
29,1,0.7410757792931248,1.2696068626126453,0.5746228794387696
30,1,0.7453881647328068,1.242196150603018,0.556103233798625
31,1,0.749747360877659,1.285953215235329,0.5533982539891051
32,1,0.7541471403837394,1.417498853664058,0.5189302545246323
33,1,0.7626603473106992,1.3732642216529451,0.544604447199864
34,1,0.7652167370070329,1.4025352852199686,0.5331323727197224
35,1,0.7656016301778019,1.339116425933796,0.5242373585081836
36,1,0.7664130399954919,1.3593030004282758,0.5139459307505272
37,1,0.7782058306922541,1.0616729023694316,0.49413422377187805
38,1,0.7785503464507884,1.036138765967859,0.45480072439606944
39,1,0.7809305885946342,0.9997193502243439,0.42732771479092446
40,1,0.781400939102778,0.9579666692196676,0.4448979185177266
41,1,0.7819602882547764,0.924772095096799,0.45808770053272796
42,1,0.7841104885737119,0.9182271812438757,0.4303447185539799
43,1,0.7843024223318217,0.9519579171852891,0.4439948335828001
44,1,0.7850729874788382,0.9233045307176865,0.44705261793029477
45,1,0.7904199460538589,1.354523313597705,0.49573874122076456
46,1,0.7913255667789837,1.0049315948807371,0.48956516846501813
47,1,0.7919549792124234,1.0688263434583727,0.4857350210025142
48,1,0.7925585477735217,1.1009008722101403,0.5006888118039188
49,1,0.7933314281839238,1.046023161376917,0.47104466848596194
50,1,0.7937287599500242,1.0781906656677962,0.4763039028910594
51,1,0.7954332497767679,1.048469221952887,0.4993629165844354
52,1,0.7960555454865298,1.036812784222532,0.45167770806294905
53,1,0.802874010718439,1.0273702389669646,0.4413427171947825
54,1,0.8028818018804896,1.013704044951282,0.449282126646723
55,1,0.8030064612452963,1.0404316092797856,0.46930113405073753
56,1,0.8038630109912789,1.0250359113159127,0.4445467309086036
57,1,0.8103502735172387,1.1119565942907734,0.43768955495130546
58,1,0.8110029665609293,1.1817091177155494,0.4073936727741265
59,1,0.8113687656750298,1.1779010998432673,0.410434922126506
60,1,0.8141368873721543,1.2677806724514833,0.417817256036709
61,1,0.8143575304801219,1.3889185891089688,0.3948742819700212
62,1,0.814645161756879,1.4150577221558913,0.38731465509299096
63,1,0.8154163618273473,1.1174411352622244,0.4220685432822829
64,1,0.8156362961178356,1.0601687895927996,0.41080522961388005
65,1,0.8164282606995735,1.0583266688230553,0.41775071669715597
66,1,0.8175907809223026,1.0091707204144469,0.4259365260950576
67,1,0.8190286308470158,1.018164875457138,0.41785064126392724
68,1,0.8191462254301615,1.0464722877093218,0.43251023945368494
69,1,0.82083318259045,1.0137081405959358,0.42538673954433165
70,1,0.8210898350570418,1.0000908798781514,0.4275183073595896
71,1,0.8243775182010546,0.9854220962640787,0.46338270511037194
72,1,0.825621578379329,0.9456770431973414,0.4847953010610061
73,1,0.8259986679167238,0.9339111970729355,0.4815857269037838
74,1,0.8263480428436053,0.9091347067177775,0.4613070770296711
75,1,0.8269277387516901,0.8494040115606164,0.4343317180611372
76,1,0.829204823206078,0.8663514495782121,0.46293112149220705
77,1,0.829368033824836,0.8825964437785844,0.456863298405306
78,1,0.8296386379677058,0.8713262945979661,0.47702396928760227
79,1,0.8298596275755983,0.8644574184666624,0.4228731952776123
80,1,0.8303253388517353,0.8586338174977696,0.42607271769827615
81,1,0.8303996427183532,0.8498889143769067,0.4068445689515381
82,1,0.8311116546190196,0.8868580417481,0.42212249629056153
83,1,0.8313223748667049,0.8222699467913124,0.4216281245375466
84,1,0.8313996053502457,0.8408874672705737,0.42848374013930934
85,1,0.8321296853103832,0.8445237018731657,0.4287888457230333
86,1,0.8322159504947515,0.7686724798447745,0.4470521762204431
87,1,0.832402900347229,0.7637525580590063,0.4424257691534831
88,1,0.832699135401507,0.7757521836256077,0.3972880663693243
89,1,0.8331970884187888,0.7885860825629979,0.3849465917859585
90,1,0.8334089429045592,0.7854661703539075,0.39750111553771017
91,1,0.8335355436580291,0.782750103082015,0.3851430830431434
92,1,0.8336393880689108,0.7665988234446927,0.3989706779730427
93,1,0.8342300089316389,0.7593869088138001,0.3883617012066801
94,1,0.8344966641563341,0.7629673513000399,0.37152162164706004
95,1,0.8345761444869165,0.8159016672580983,0.3909366610948113
96,1,0.8346351298872686,0.804441448810596,0.3928279238836984
97,1,0.834807334796323,0.7718444851883556,0.3894197998641049
98,1,0.8351140568578362,0.7698988432663394,0.3928012052070607
99,1,0.8352216791775374,0.7869410732008177,0.40289539668244123
