gen,deme,hypervolume,diversity,convergence 
1,1,0.5431275715388905,1.0478068599993426,1.0142419130827822
2,1,0.5860229821752901,1.078380111386527,0.9740256855051195
3,1,0.5897963348349472,1.1091541222841632,0.9258772963627847
4,1,0.6089793639764179,1.1352825027951166,0.8877876289079856
5,1,0.6091795728373324,1.202075442425663,0.8613765042765992
6,1,0.612764053440128,1.1671993551340438,0.8216886325943995
7,1,0.6177949621639488,1.2055450597387103,0.7769384614815433
8,1,0.6220398104669655,1.2151461649859434,0.7570961330618516
9,1,0.6311556060801117,1.211763868692933,0.7448250146239662
10,1,0.6404354237856009,1.2852275533529596,0.7063033604727486
11,1,0.6492435990083469,1.3261230111217874,0.6888718925887639
12,1,0.6505788361213761,1.2950920339079786,0.684090293261211
13,1,0.653422637642135,1.3542387786438024,0.6373737707005253
14,1,0.6618592199769441,1.3119885431550324,0.64766528314209
15,1,0.6663761492470264,1.2901164478694482,0.6604874332004964
16,1,0.667101703071691,1.36622947087058,0.6426999245221898
17,1,0.6751917555539861,1.3041558547957923,0.6278268635004649
18,1,0.6770723513287079,1.3902163046288816,0.6157006955639925
19,1,0.6811606452501269,1.296599288478125,0.5926436754220105
20,1,0.6886981447917254,1.3758679365598352,0.5764513366242157
21,1,0.68966926451338,1.3454949657890753,0.55876849553957
22,1,0.6902896628962245,1.3016018772088982,0.5991538866700414
23,1,0.6937261819976916,1.3534030481521135,0.5896659612440667
24,1,0.6964829823185028,1.3359504552526404,0.5748960762178189
25,1,0.6992855891808774,1.331072285826547,0.5624310548556761
26,1,0.6997097499726984,1.3351217712984464,0.5280253915344136
27,1,0.7184088388294269,1.3768632612383023,0.5112754427050654
28,1,0.7197167265367047,1.3685082927549868,0.5170145132937143
29,1,0.7205650611969421,1.3919121731239887,0.5380817662408194
30,1,0.7211539376193794,1.4036920998785625,0.5549721819010834
31,1,0.7245672499614871,1.3326874788046505,0.5611861232281149
32,1,0.7246276524281102,1.3993828772132488,0.5344754492760124
33,1,0.7262156065855296,1.460427954557058,0.5148998169539791
34,1,0.7265091210909643,1.371038400634249,0.5390048390362484
35,1,0.7323567104732679,1.4996459788073586,0.5414862480814273
36,1,0.7324461491470886,1.4234758318876963,0.5357090704313056
37,1,0.73358907569248,1.4171008825097955,0.5375628758413781
38,1,0.7352463293032574,1.4989721114537125,0.5205526429427213
39,1,0.7406119831777991,1.406529079094191,0.545399908337415
40,1,0.7419745311480395,1.454888408618937,0.5851932753914292
41,1,0.748148561136238,1.4557691383552471,0.5537228653387698
42,1,0.7499892946339252,1.443015158544808,0.5308222069090333
43,1,0.749997216752988,1.4154451778069637,0.5281599623557032
44,1,0.7502093104041639,1.4187438865658824,0.5216844453442124
45,1,0.7544954610979462,1.4151561096713836,0.4893684580338571
46,1,0.7548403127186794,1.4155450709295343,0.5168070995213965
47,1,0.7553864968033854,1.4064498056281496,0.4974784727376966
48,1,0.7590811633271135,1.3928070532442696,0.49196944934260256
49,1,0.7592481463289058,1.3533667606782922,0.4768634036339523
50,1,0.7629875380978823,1.357759372292005,0.4385615370992769
51,1,0.7710085666280555,1.4362789574459487,0.4429696166305079
52,1,0.7711182235407633,1.3350003031064048,0.45751017181154074
53,1,0.771778703314046,1.39793192777258,0.4551893751523044
54,1,0.7721029230533322,1.4509907337869112,0.4440738973413008
55,1,0.7722156086225236,1.3313432619403782,0.42230203266865163
56,1,0.777549457119904,1.3807948607535163,0.41040720510581175
57,1,0.7786612677397099,1.367776332609381,0.40652264714359554
58,1,0.7789335315121291,1.382622009540179,0.4344959117481979
59,1,0.7790873013464956,1.4053426480249231,0.457255270566043
60,1,0.7798870943572082,1.369300329061291,0.45414055883418103
61,1,0.7802102062914525,1.422361281268149,0.45223633039549854
62,1,0.7804539660579559,1.3485680042598227,0.4455898131101974
63,1,0.7813346573154767,1.3512139509712895,0.4183249914791589
64,1,0.7829967074654012,1.433662050934318,0.38975160842074497
65,1,0.7831863707638959,1.3866261689965833,0.3903722040997722
66,1,0.7872409706407913,1.402380196524438,0.37741902420628093
67,1,0.7873390214752997,1.431275739804937,0.3801544004084467
68,1,0.7886881070348525,1.4180339512658995,0.3740753031250013
69,1,0.7901876577496255,1.405985277103606,0.3904370921644915
70,1,0.7902076600987148,1.3017263786430602,0.38092970176943713
71,1,0.7919673698030658,1.2587264702617336,0.4079419395939551
72,1,0.7923992171704798,1.284891895786607,0.4349482984259274
73,1,0.7928607268999877,1.2719098007662137,0.4284408656936289
74,1,0.79315319551062,1.2705189538951855,0.4059697851042055
75,1,0.7966794283983059,1.271881419924543,0.35498194019570073
76,1,0.7970144862912862,1.2950995498030486,0.3748871570838593
77,1,0.7990974059320058,1.2957428171797423,0.34630715877317686
78,1,0.7991555217642483,1.3185911605396667,0.35820316391164403
79,1,0.7996613908553774,1.320864093372841,0.3654834447405623
80,1,0.8005443359071904,1.3070513165524098,0.37516054312198927
81,1,0.8007762162793743,1.3373960370645268,0.3828115843909017
82,1,0.8040389820407196,1.3572883318206779,0.3719216836821757
83,1,0.8052401321576437,1.4436157003655623,0.36789952829492106
84,1,0.8059751157919034,1.4069435297237325,0.34801688438060835
85,1,0.8059969370957726,1.4258122486556926,0.3556197733372176
86,1,0.8070470185232361,1.4326165262213244,0.3713210650341859
87,1,0.8075926074089361,1.4191735079006473,0.3971638214609062
88,1,0.8075993070268979,1.4337382657463724,0.3796023953870405
89,1,0.8080755207031809,1.4156970139483953,0.3975321397414129
90,1,0.8082164126195255,1.3784062299444027,0.40798813093157993
91,1,0.8085768056635748,1.3441463543309853,0.4023157679576146
92,1,0.8095069288270234,1.351150480424278,0.37762316559126363
93,1,0.8099947702575018,1.3223181464762384,0.3323639493914488
94,1,0.8099947702575017,1.3702311840435748,0.3340532878184745
95,1,0.809997108230551,1.4127563093273101,0.3386974478593004
96,1,0.8135182667895284,1.3868327294064249,0.2855733433738497
97,1,0.8139318006477857,1.3603872549852338,0.28724354149286985
98,1,0.8139339730175054,1.3702531872256063,0.2975335213584299
99,1,0.8139352978349774,1.4069845597669064,0.30746797065659276
