,distance,image_number
60,fsim,3499
61,fsim,318
62,fsim,9416
63,fsim,5724
64,fsim,3483
65,fsim,23
66,fsim,4069
67,fsim,1903
68,fsim,7765
69,fsim,9549
70,fsim,8638
71,fsim,1884
72,fsim,3286
73,fsim,973
74,fsim,9483
75,fsim,564
76,fsim,3258
77,fsim,794
78,fsim,6709
79,fsim,8856
80,fsim,817
81,fsim,1282
82,fsim,9539
83,fsim,5433
84,fsim,1230
85,fsim,7853
86,fsim,8030
87,fsim,2400
88,fsim,2820
89,fsim,6935
