,ssim_mean,ssim_std,issm_mean,issm_std,fsim_mean,fsim_std,rmse_mean,rmse_std,me_mean,me_std
0,0.8087951007540194,0.022942392476311264,,,,,,,,
1,,,0.7040192684208832,0.042949124324319736,,,,,,
2,,,,,0.8274768676115118,0.01718034775354794,,,,
3,,,,,,,0.721791369141924,0.02569053297827954,,
4,,,,,,,,,0.8193315636106241,0.025904104215817417
